danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.809,0.849,4,-6.769,0,0.0738,0.251,7.36e-05,0.325,0.753,126.0,audio_features,4zfQER4owi8q6NL8Gg63Ya,spotify:track:4zfQER4owi8q6NL8Gg63Ya,https://api.spotify.com/v1/tracks/4zfQER4owi8q6NL8Gg63Ya,https://api.spotify.com/v1/audio-analysis/4zfQER4owi8q6NL8Gg63Ya,204816,3
0.624,0.655,1,-4.177,0,0.0547,0.18,0.0,0.116,0.565,178.083,audio_features,1VsHc0qIeyjYOyvN5HIEQG,spotify:track:1VsHc0qIeyjYOyvN5HIEQG,https://api.spotify.com/v1/tracks/1VsHc0qIeyjYOyvN5HIEQG,https://api.spotify.com/v1/audio-analysis/1VsHc0qIeyjYOyvN5HIEQG,242697,4
0.504,0.762,2,-6.42,1,0.057,0.095,1.27e-06,0.338,0.44,176.013,audio_features,6ZZf5a8oiInHDkBe9zXfLP,spotify:track:6ZZf5a8oiInHDkBe9zXfLP,https://api.spotify.com/v1/tracks/6ZZf5a8oiInHDkBe9zXfLP,https://api.spotify.com/v1/audio-analysis/6ZZf5a8oiInHDkBe9zXfLP,224804,4
0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,audio_features,456WNXWhDwYOSf5SpTuqxd,spotify:track:456WNXWhDwYOSf5SpTuqxd,https://api.spotify.com/v1/tracks/456WNXWhDwYOSf5SpTuqxd,https://api.spotify.com/v1/audio-analysis/456WNXWhDwYOSf5SpTuqxd,252819,4
0.795,0.507,1,-8.06,1,0.303,0.0612,0.0,0.272,0.48,146.771,audio_features,0Ymjv0OJeIIPXr6s9wi3iW,spotify:track:0Ymjv0OJeIIPXr6s9wi3iW,https://api.spotify.com/v1/tracks/0Ymjv0OJeIIPXr6s9wi3iW,https://api.spotify.com/v1/audio-analysis/0Ymjv0OJeIIPXr6s9wi3iW,88304,4
0.765,0.627,0,-4.607,1,0.0622,0.000916,0.195,0.0847,0.536,118.997,audio_features,7a5fliY9SsZENrQWQBZron,spotify:track:7a5fliY9SsZENrQWQBZron,https://api.spotify.com/v1/tracks/7a5fliY9SsZENrQWQBZron,https://api.spotify.com/v1/audio-analysis/7a5fliY9SsZENrQWQBZron,308820,4
0.6,0.482,1,-11.596,1,0.0701,0.512,0.000104,0.115,0.323,121.909,audio_features,0nAZGkBGKQCXyaoSJfRhC1,spotify:track:0nAZGkBGKQCXyaoSJfRhC1,https://api.spotify.com/v1/tracks/0nAZGkBGKQCXyaoSJfRhC1,https://api.spotify.com/v1/audio-analysis/0nAZGkBGKQCXyaoSJfRhC1,173097,4
0.826,0.276,11,-11.227,0,0.266,0.62,8.53e-05,0.118,0.484,123.985,audio_features,7sT7kZEYd1MrmzLLIRVZas,spotify:track:7sT7kZEYd1MrmzLLIRVZas,https://api.spotify.com/v1/tracks/7sT7kZEYd1MrmzLLIRVZas,https://api.spotify.com/v1/audio-analysis/7sT7kZEYd1MrmzLLIRVZas,129965,4
0.593,0.41,3,-13.097,0,0.0531,0.886,0.0993,0.115,0.201,122.584,audio_features,23Z3bbYcl1PdcPJemLa4zc,spotify:track:23Z3bbYcl1PdcPJemLa4zc,https://api.spotify.com/v1/tracks/23Z3bbYcl1PdcPJemLa4zc,https://api.spotify.com/v1/audio-analysis/23Z3bbYcl1PdcPJemLa4zc,254407,4
0.883,0.283,0,-12.653,1,0.113,0.104,0.00167,0.0935,0.416,122.013,audio_features,7IaeavdRzXYQWfu2Wt5GlU,spotify:track:7IaeavdRzXYQWfu2Wt5GlU,https://api.spotify.com/v1/tracks/7IaeavdRzXYQWfu2Wt5GlU,https://api.spotify.com/v1/audio-analysis/7IaeavdRzXYQWfu2Wt5GlU,157390,4
0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,audio_features,4j6kId9QIqhoXvqHKgSKa0,spotify:track:4j6kId9QIqhoXvqHKgSKa0,https://api.spotify.com/v1/tracks/4j6kId9QIqhoXvqHKgSKa0,https://api.spotify.com/v1/audio-analysis/4j6kId9QIqhoXvqHKgSKa0,191959,4
0.633,0.511,2,-5.665,1,0.0368,0.434,0.0,0.248,0.29,116.855,audio_features,4JzCFEc3O2UEdjKzevvFH5,spotify:track:4JzCFEc3O2UEdjKzevvFH5,https://api.spotify.com/v1/tracks/4JzCFEc3O2UEdjKzevvFH5,https://api.spotify.com/v1/audio-analysis/4JzCFEc3O2UEdjKzevvFH5,264481,3
0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,audio_features,2NcQic8JxdjAlAHuNbOIRE,spotify:track:2NcQic8JxdjAlAHuNbOIRE,https://api.spotify.com/v1/tracks/2NcQic8JxdjAlAHuNbOIRE,https://api.spotify.com/v1/audio-analysis/2NcQic8JxdjAlAHuNbOIRE,140242,3
0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,audio_features,35TyJIMR3xRouUuo2sjS6v,spotify:track:35TyJIMR3xRouUuo2sjS6v,https://api.spotify.com/v1/tracks/35TyJIMR3xRouUuo2sjS6v,https://api.spotify.com/v1/audio-analysis/35TyJIMR3xRouUuo2sjS6v,243508,4
0.554,0.433,5,-12.628,1,0.0341,0.0116,0.0449,0.0667,0.237,117.996,audio_features,31tf1qEai5o5f4r66Kd0pU,spotify:track:31tf1qEai5o5f4r66Kd0pU,https://api.spotify.com/v1/tracks/31tf1qEai5o5f4r66Kd0pU,https://api.spotify.com/v1/audio-analysis/31tf1qEai5o5f4r66Kd0pU,379227,3
0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,audio_features,69w5X6uTrOaWM32IetSzvO,spotify:track:69w5X6uTrOaWM32IetSzvO,https://api.spotify.com/v1/tracks/69w5X6uTrOaWM32IetSzvO,https://api.spotify.com/v1/audio-analysis/69w5X6uTrOaWM32IetSzvO,187342,4
0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,10hcDov7xmcRviA8jLwEaI,spotify:track:10hcDov7xmcRviA8jLwEaI,https://api.spotify.com/v1/tracks/10hcDov7xmcRviA8jLwEaI,https://api.spotify.com/v1/audio-analysis/10hcDov7xmcRviA8jLwEaI,210560,4
0.386,0.762,9,-6.341,1,0.564,0.122,0.0,0.527,0.433,170.691,audio_features,64v1g2HcPumBz2Wd1rT56b,spotify:track:64v1g2HcPumBz2Wd1rT56b,https://api.spotify.com/v1/tracks/64v1g2HcPumBz2Wd1rT56b,https://api.spotify.com/v1/audio-analysis/64v1g2HcPumBz2Wd1rT56b,138312,4
0.927,0.538,1,-3.917,1,0.116,0.0312,0.0,0.0945,0.221,125.983,audio_features,2NM0qHzx4Ohy8iXHEEgwlO,spotify:track:2NM0qHzx4Ohy8iXHEEgwlO,https://api.spotify.com/v1/tracks/2NM0qHzx4Ohy8iXHEEgwlO,https://api.spotify.com/v1/audio-analysis/2NM0qHzx4Ohy8iXHEEgwlO,278191,4
0.479,0.645,5,-7.336,0,0.302,0.135,0.0,0.0825,0.381,155.057,audio_features,23OYT3SFtoJqhiAUqktbc1,spotify:track:23OYT3SFtoJqhiAUqktbc1,https://api.spotify.com/v1/tracks/23OYT3SFtoJqhiAUqktbc1,https://api.spotify.com/v1/audio-analysis/23OYT3SFtoJqhiAUqktbc1,168729,4
0.848,0.625,9,-5.776,1,0.11,0.0319,0.0,0.101,0.106,135.957,audio_features,15EH2glphTjcarRjAsc0EB,spotify:track:15EH2glphTjcarRjAsc0EB,https://api.spotify.com/v1/tracks/15EH2glphTjcarRjAsc0EB,https://api.spotify.com/v1/audio-analysis/15EH2glphTjcarRjAsc0EB,255023,4
0.752,0.563,3,-8.066,0,0.209,0.146,0.0,0.103,0.551,145.05,audio_features,0ezwvY7TkCwDEkKR49084k,spotify:track:0ezwvY7TkCwDEkKR49084k,https://api.spotify.com/v1/tracks/0ezwvY7TkCwDEkKR49084k,https://api.spotify.com/v1/audio-analysis/0ezwvY7TkCwDEkKR49084k,178776,4
0.527,0.764,2,-4.297,1,0.322,0.016,0.0,0.0273,0.829,184.339,audio_features,6qdMhG7pRFi0csRlFGvLE4,spotify:track:6qdMhG7pRFi0csRlFGvLE4,https://api.spotify.com/v1/tracks/6qdMhG7pRFi0csRlFGvLE4,https://api.spotify.com/v1/audio-analysis/6qdMhG7pRFi0csRlFGvLE4,175924,4
0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989,audio_features,18XlJEroUwFo0tLZxscgXE,spotify:track:18XlJEroUwFo0tLZxscgXE,https://api.spotify.com/v1/tracks/18XlJEroUwFo0tLZxscgXE,https://api.spotify.com/v1/audio-analysis/18XlJEroUwFo0tLZxscgXE,172598,4
0.665,0.527,2,-8.588,0,0.429,0.663,0.0,0.306,0.219,94.711,audio_features,25AvaE23MXl06YRtQcQoJS,spotify:track:25AvaE23MXl06YRtQcQoJS,https://api.spotify.com/v1/tracks/25AvaE23MXl06YRtQcQoJS,https://api.spotify.com/v1/audio-analysis/25AvaE23MXl06YRtQcQoJS,275999,3
0.702,0.748,8,-5.215,1,0.0489,0.00223,0.0,0.23,0.789,110.028,audio_features,38ZffdGref7ax4nX1JUDYT,spotify:track:38ZffdGref7ax4nX1JUDYT,https://api.spotify.com/v1/tracks/38ZffdGref7ax4nX1JUDYT,https://api.spotify.com/v1/audio-analysis/38ZffdGref7ax4nX1JUDYT,166962,4
0.553,0.785,3,-4.099,0,0.0682,0.665,0.0,0.445,0.914,75.852,audio_features,3HquWF2pZmWYu3WAEP9Heb,spotify:track:3HquWF2pZmWYu3WAEP9Heb,https://api.spotify.com/v1/tracks/3HquWF2pZmWYu3WAEP9Heb,https://api.spotify.com/v1/audio-analysis/3HquWF2pZmWYu3WAEP9Heb,160477,4
0.852,0.62,6,-5.79,0,0.227,0.359,0.0,0.101,0.744,92.464,audio_features,7IG7laqVpcvIIULrwWP5SA,spotify:track:7IG7laqVpcvIIULrwWP5SA,https://api.spotify.com/v1/tracks/7IG7laqVpcvIIULrwWP5SA,https://api.spotify.com/v1/audio-analysis/7IG7laqVpcvIIULrwWP5SA,155676,4
0.593,0.932,8,-2.324,1,0.0526,0.302,0.0,0.133,0.913,171.977,audio_features,2SUPbyD77tJuOUbqbxct6l,spotify:track:2SUPbyD77tJuOUbqbxct6l,https://api.spotify.com/v1/tracks/2SUPbyD77tJuOUbqbxct6l,https://api.spotify.com/v1/audio-analysis/2SUPbyD77tJuOUbqbxct6l,147876,4
0.686,0.789,1,-4.103,1,0.126,0.322,0.0,0.4,0.822,157.932,audio_features,17UfXrL7Run3GyZJW4uRjC,spotify:track:17UfXrL7Run3GyZJW4uRjC,https://api.spotify.com/v1/tracks/17UfXrL7Run3GyZJW4uRjC,https://api.spotify.com/v1/audio-analysis/17UfXrL7Run3GyZJW4uRjC,157355,4
0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,audio_features,6OGogr19zPTM4BALXuMQpF,spotify:track:6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/tracks/6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/audio-analysis/6OGogr19zPTM4BALXuMQpF,220196,4
0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,audio_features,2sXf2JdbB2GlNju00kw9WE,spotify:track:2sXf2JdbB2GlNju00kw9WE,https://api.spotify.com/v1/tracks/2sXf2JdbB2GlNju00kw9WE,https://api.spotify.com/v1/audio-analysis/2sXf2JdbB2GlNju00kw9WE,203123,4
0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,audio_features,38GBNKZUhfBkk3oNlWzRYd,spotify:track:38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/tracks/38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/audio-analysis/38GBNKZUhfBkk3oNlWzRYd,195777,4
0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82,audio_features,1JXBNvlDEl2epKSJ9EOgKX,spotify:track:1JXBNvlDEl2epKSJ9EOgKX,https://api.spotify.com/v1/tracks/1JXBNvlDEl2epKSJ9EOgKX,https://api.spotify.com/v1/audio-analysis/1JXBNvlDEl2epKSJ9EOgKX,216000,5
0.785,0.644,4,-4.76,0,0.0744,0.658,1.83e-05,0.275,0.175,100.959,audio_features,42ahuAFlYGjIGBpVdHcLij,spotify:track:42ahuAFlYGjIGBpVdHcLij,https://api.spotify.com/v1/tracks/42ahuAFlYGjIGBpVdHcLij,https://api.spotify.com/v1/audio-analysis/42ahuAFlYGjIGBpVdHcLij,182595,4
0.681,0.687,9,-7.612,1,0.332,0.0555,0.0,0.062,0.588,108.641,audio_features,21AJQhGZpujjZQXByZAXpr,spotify:track:21AJQhGZpujjZQXByZAXpr,https://api.spotify.com/v1/tracks/21AJQhGZpujjZQXByZAXpr,https://api.spotify.com/v1/audio-analysis/21AJQhGZpujjZQXByZAXpr,190345,3
0.749,0.718,3,-6.096,0,0.0603,0.691,0.0,0.117,0.425,89.986,audio_features,6wbDn8NI3ygkOeDJiS0ASi,spotify:track:6wbDn8NI3ygkOeDJiS0ASi,https://api.spotify.com/v1/tracks/6wbDn8NI3ygkOeDJiS0ASi,https://api.spotify.com/v1/audio-analysis/6wbDn8NI3ygkOeDJiS0ASi,186707,4
0.714,0.425,1,-8.064,1,0.0809,0.403,0.000105,0.115,0.316,99.034,audio_features,0RSZ8EmUPEN3ySfCgytPke,spotify:track:0RSZ8EmUPEN3ySfCgytPke,https://api.spotify.com/v1/tracks/0RSZ8EmUPEN3ySfCgytPke,https://api.spotify.com/v1/audio-analysis/0RSZ8EmUPEN3ySfCgytPke,165477,4
0.757,0.598,11,-7.777,1,0.058,0.0904,0.551,0.15,0.18,124.951,audio_features,4t2OeILB07eMGTXSUbMPEu,spotify:track:4t2OeILB07eMGTXSUbMPEu,https://api.spotify.com/v1/tracks/4t2OeILB07eMGTXSUbMPEu,https://api.spotify.com/v1/audio-analysis/4t2OeILB07eMGTXSUbMPEu,210233,4
0.528,0.627,11,-3.719,1,0.0373,0.0107,0.0,0.529,0.295,139.988,audio_features,3nkW3TPQjBip1lER4h78NX,spotify:track:3nkW3TPQjBip1lER4h78NX,https://api.spotify.com/v1/tracks/3nkW3TPQjBip1lER4h78NX,https://api.spotify.com/v1/audio-analysis/3nkW3TPQjBip1lER4h78NX,180371,4
0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,94.016,audio_features,20R4HfKloPKgXDqU7UKk3x,spotify:track:20R4HfKloPKgXDqU7UKk3x,https://api.spotify.com/v1/tracks/20R4HfKloPKgXDqU7UKk3x,https://api.spotify.com/v1/audio-analysis/20R4HfKloPKgXDqU7UKk3x,173539,4
0.526,0.334,10,-8.491,0,0.251,0.702,0.00782,0.0586,0.522,74.966,audio_features,4191RXFPa7Ge9XkA4cWlna,spotify:track:4191RXFPa7Ge9XkA4cWlna,https://api.spotify.com/v1/tracks/4191RXFPa7Ge9XkA4cWlna,https://api.spotify.com/v1/audio-analysis/4191RXFPa7Ge9XkA4cWlna,212496,4
0.801,0.688,1,-4.594,1,0.396,0.144,0.0,0.107,0.5,162.928,audio_features,1MIGkQxcdAt2lDx6ySpsc5,spotify:track:1MIGkQxcdAt2lDx6ySpsc5,https://api.spotify.com/v1/tracks/1MIGkQxcdAt2lDx6ySpsc5,https://api.spotify.com/v1/audio-analysis/1MIGkQxcdAt2lDx6ySpsc5,157675,4
0.682,0.721,0,-4.633,0,0.0284,0.0341,0.0,0.381,0.248,101.067,audio_features,7nVERWQXlgZRQsYw4fHf3b,spotify:track:7nVERWQXlgZRQsYw4fHf3b,https://api.spotify.com/v1/tracks/7nVERWQXlgZRQsYw4fHf3b,https://api.spotify.com/v1/audio-analysis/7nVERWQXlgZRQsYw4fHf3b,205653,4
0.833,0.498,10,-5.196,0,0.117,0.0493,0.0,0.119,0.259,139.928,audio_features,3yaYgjEFkRw3PVjW9mV1TO,spotify:track:3yaYgjEFkRw3PVjW9mV1TO,https://api.spotify.com/v1/tracks/3yaYgjEFkRw3PVjW9mV1TO,https://api.spotify.com/v1/audio-analysis/3yaYgjEFkRw3PVjW9mV1TO,153406,4
0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,audio_features,7CIERzyqIwLVKGp00YbHRO,spotify:track:7CIERzyqIwLVKGp00YbHRO,https://api.spotify.com/v1/tracks/7CIERzyqIwLVKGp00YbHRO,https://api.spotify.com/v1/audio-analysis/7CIERzyqIwLVKGp00YbHRO,98544,4
0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849,audio_features,4laAKIq9ZxBCwf99rauPYb,spotify:track:4laAKIq9ZxBCwf99rauPYb,https://api.spotify.com/v1/tracks/4laAKIq9ZxBCwf99rauPYb,https://api.spotify.com/v1/audio-analysis/4laAKIq9ZxBCwf99rauPYb,160766,4
0.895,0.389,7,-11.036,0,0.11,0.222,0.0346,0.105,0.549,110.023,audio_features,2KnuaZYoGzDoHiBTNYOTXG,spotify:track:2KnuaZYoGzDoHiBTNYOTXG,https://api.spotify.com/v1/tracks/2KnuaZYoGzDoHiBTNYOTXG,https://api.spotify.com/v1/audio-analysis/2KnuaZYoGzDoHiBTNYOTXG,196731,4
0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,audio_features,3ZozFqJJlDBNIm4xqxn2ZD,spotify:track:3ZozFqJJlDBNIm4xqxn2ZD,https://api.spotify.com/v1/tracks/3ZozFqJJlDBNIm4xqxn2ZD,https://api.spotify.com/v1/audio-analysis/3ZozFqJJlDBNIm4xqxn2ZD,161853,4
0.599,0.128,10,-17.261,1,0.109,0.974,0.121,0.115,0.367,159.679,audio_features,4HOryCnbme0zBnF8LWij3f,spotify:track:4HOryCnbme0zBnF8LWij3f,https://api.spotify.com/v1/tracks/4HOryCnbme0zBnF8LWij3f,https://api.spotify.com/v1/audio-analysis/4HOryCnbme0zBnF8LWij3f,244221,4
0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,audio_features,042Sl6Mn83JHyLEqdK7uI0,spotify:track:042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/tracks/042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/audio-analysis/042Sl6Mn83JHyLEqdK7uI0,245897,4
0.681,0.775,2,-4.153,0,0.0429,0.3,0.0,0.0724,0.96,160.067,audio_features,25141FAgU1OmwoC9W2i5E3,spotify:track:25141FAgU1OmwoC9W2i5E3,https://api.spotify.com/v1/tracks/25141FAgU1OmwoC9W2i5E3,https://api.spotify.com/v1/audio-analysis/25141FAgU1OmwoC9W2i5E3,174938,4
0.606,0.645,2,-4.835,0,0.0333,0.204,0.0,0.14,0.453,110.016,audio_features,1Rweq7vNjK4kZBbGrmxQsl,spotify:track:1Rweq7vNjK4kZBbGrmxQsl,https://api.spotify.com/v1/tracks/1Rweq7vNjK4kZBbGrmxQsl,https://api.spotify.com/v1/audio-analysis/1Rweq7vNjK4kZBbGrmxQsl,164927,4
0.654,0.503,9,-7.065,1,0.0982,0.533,0.0,0.101,0.347,160.011,audio_features,3RwWW7KeVhHGayYJgUL5eZ,spotify:track:3RwWW7KeVhHGayYJgUL5eZ,https://api.spotify.com/v1/tracks/3RwWW7KeVhHGayYJgUL5eZ,https://api.spotify.com/v1/audio-analysis/3RwWW7KeVhHGayYJgUL5eZ,210200,4
0.58,0.714,8,-6.924,1,0.117,0.0969,0.0,0.16,0.522,76.496,audio_features,142PiXzA84lmEw2RstFHFa,spotify:track:142PiXzA84lmEw2RstFHFa,https://api.spotify.com/v1/tracks/142PiXzA84lmEw2RstFHFa,https://api.spotify.com/v1/audio-analysis/142PiXzA84lmEw2RstFHFa,163382,4
0.513,0.73,9,-5.09,0,0.253,0.397,0.0,0.113,0.574,129.3,audio_features,0o3ua5ufFK7nfRzbDUNoGA,spotify:track:0o3ua5ufFK7nfRzbDUNoGA,https://api.spotify.com/v1/tracks/0o3ua5ufFK7nfRzbDUNoGA,https://api.spotify.com/v1/audio-analysis/0o3ua5ufFK7nfRzbDUNoGA,174006,5
0.698,0.53,9,-6.136,0,0.086,0.468,7.6e-06,0.313,0.423,137.954,audio_features,14kyXBpg91RVq8bNRDS1q2,spotify:track:14kyXBpg91RVq8bNRDS1q2,https://api.spotify.com/v1/tracks/14kyXBpg91RVq8bNRDS1q2,https://api.spotify.com/v1/audio-analysis/14kyXBpg91RVq8bNRDS1q2,163278,4
0.561,0.244,7,-9.152,1,0.0328,0.837,0.0,0.111,0.278,65.418,audio_features,5cQX9BexkPIEESTZijJhXg,spotify:track:5cQX9BexkPIEESTZijJhXg,https://api.spotify.com/v1/tracks/5cQX9BexkPIEESTZijJhXg,https://api.spotify.com/v1/audio-analysis/5cQX9BexkPIEESTZijJhXg,153633,4
0.624,0.38,4,-7.426,1,0.0301,0.496,0.0,0.437,0.251,150.14,audio_features,6XXKB32Om6WuXg3uEWwTob,spotify:track:6XXKB32Om6WuXg3uEWwTob,https://api.spotify.com/v1/tracks/6XXKB32Om6WuXg3uEWwTob,https://api.spotify.com/v1/audio-analysis/6XXKB32Om6WuXg3uEWwTob,182567,3
0.55,0.545,0,-9.304,1,0.163,0.318,0.0,0.0608,0.412,102.469,audio_features,3QS9ZCtoSCJhmaJ7QNXSAS,spotify:track:3QS9ZCtoSCJhmaJ7QNXSAS,https://api.spotify.com/v1/tracks/3QS9ZCtoSCJhmaJ7QNXSAS,https://api.spotify.com/v1/audio-analysis/3QS9ZCtoSCJhmaJ7QNXSAS,231339,4
0.75,0.671,0,-6.753,1,0.0532,0.468,3.75e-06,0.108,0.738,114.902,audio_features,6b81dy3WjbozXK6b7C1gu5,spotify:track:6b81dy3WjbozXK6b7C1gu5,https://api.spotify.com/v1/tracks/6b81dy3WjbozXK6b7C1gu5,https://api.spotify.com/v1/audio-analysis/6b81dy3WjbozXK6b7C1gu5,171783,4
0.533,0.38,6,-13.588,0,0.107,0.902,0.000281,0.139,0.845,123.316,audio_features,13jRSCLoWbCoU1XEdJRbgn,spotify:track:13jRSCLoWbCoU1XEdJRbgn,https://api.spotify.com/v1/tracks/13jRSCLoWbCoU1XEdJRbgn,https://api.spotify.com/v1/audio-analysis/13jRSCLoWbCoU1XEdJRbgn,42167,5
0.702,0.552,6,-8.261,1,0.0647,0.729,0.0,0.332,0.296,114.991,audio_features,4mHM5d2fK3n8xgymjf92w2,spotify:track:4mHM5d2fK3n8xgymjf92w2,https://api.spotify.com/v1/tracks/4mHM5d2fK3n8xgymjf92w2,https://api.spotify.com/v1/audio-analysis/4mHM5d2fK3n8xgymjf92w2,168500,4
0.533,0.642,6,-6.315,0,0.0403,0.221,0.00697,0.238,0.488,123.128,audio_features,48vIfHaK7by6x0T6ucpODL,spotify:track:48vIfHaK7by6x0T6ucpODL,https://api.spotify.com/v1/tracks/48vIfHaK7by6x0T6ucpODL,https://api.spotify.com/v1/audio-analysis/48vIfHaK7by6x0T6ucpODL,221709,4
0.406,0.622,3,-7.647,0,0.0648,0.497,1.35e-05,0.309,0.567,204.028,audio_features,1whKKdtCiFjN7MW7DrIRUH,spotify:track:1whKKdtCiFjN7MW7DrIRUH,https://api.spotify.com/v1/tracks/1whKKdtCiFjN7MW7DrIRUH,https://api.spotify.com/v1/audio-analysis/1whKKdtCiFjN7MW7DrIRUH,196075,4
0.76,0.711,1,-6.966,1,0.0646,0.0812,0.0,0.0921,0.798,128.134,audio_features,1xgWArLVFD1AKsLzftZYc2,spotify:track:1xgWArLVFD1AKsLzftZYc2,https://api.spotify.com/v1/tracks/1xgWArLVFD1AKsLzftZYc2,https://api.spotify.com/v1/audio-analysis/1xgWArLVFD1AKsLzftZYc2,196832,3
0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,audio_features,6WO7IDGLakjO38lsvI2gHB,spotify:track:6WO7IDGLakjO38lsvI2gHB,https://api.spotify.com/v1/tracks/6WO7IDGLakjO38lsvI2gHB,https://api.spotify.com/v1/audio-analysis/6WO7IDGLakjO38lsvI2gHB,161831,4
0.779,0.508,6,-7.169,0,0.271,0.478,0.000439,0.243,0.346,124.091,audio_features,1pnDvUuAEd6z8bKEsbAjk1,spotify:track:1pnDvUuAEd6z8bKEsbAjk1,https://api.spotify.com/v1/tracks/1pnDvUuAEd6z8bKEsbAjk1,https://api.spotify.com/v1/audio-analysis/1pnDvUuAEd6z8bKEsbAjk1,226213,4
0.716,0.664,6,-7.297,0,0.0571,0.11,0.0,0.11,0.209,112.054,audio_features,3OxL6MuctgZp1e0zxoAZhH,spotify:track:3OxL6MuctgZp1e0zxoAZhH,https://api.spotify.com/v1/tracks/3OxL6MuctgZp1e0zxoAZhH,https://api.spotify.com/v1/audio-analysis/3OxL6MuctgZp1e0zxoAZhH,205347,4
0.618,0.793,5,-5.794,1,0.0506,0.0103,0.00463,0.235,0.198,75.524,audio_features,2H2ytI7ompfNmRkI2sq8Uk,spotify:track:2H2ytI7ompfNmRkI2sq8Uk,https://api.spotify.com/v1/tracks/2H2ytI7ompfNmRkI2sq8Uk,https://api.spotify.com/v1/audio-analysis/2H2ytI7ompfNmRkI2sq8Uk,174880,4
0.435,0.947,8,-1.896,1,0.117,0.0337,0.0,0.691,0.503,93.278,audio_features,5Jh1i0no3vJ9u4deXkb4aV,spotify:track:5Jh1i0no3vJ9u4deXkb4aV,https://api.spotify.com/v1/tracks/5Jh1i0no3vJ9u4deXkb4aV,https://api.spotify.com/v1/audio-analysis/5Jh1i0no3vJ9u4deXkb4aV,169717,4
0.555,0.528,11,-6.368,0,0.356,0.0373,0.0,0.16,0.456,149.723,audio_features,70ToiXlzl8N1EgfC07ZcZE,spotify:track:70ToiXlzl8N1EgfC07ZcZE,https://api.spotify.com/v1/tracks/70ToiXlzl8N1EgfC07ZcZE,https://api.spotify.com/v1/audio-analysis/70ToiXlzl8N1EgfC07ZcZE,199253,4
0.673,0.567,7,-10.334,0,0.0322,0.0344,0.00506,0.151,0.497,136.005,audio_features,0QRhtV1MwywpkLTvCdMaWq,spotify:track:0QRhtV1MwywpkLTvCdMaWq,https://api.spotify.com/v1/tracks/0QRhtV1MwywpkLTvCdMaWq,https://api.spotify.com/v1/audio-analysis/0QRhtV1MwywpkLTvCdMaWq,297794,4
0.858,0.725,5,-3.828,0,0.0383,0.0222,3.07e-05,0.138,0.805,120.087,audio_features,2dYXrWkNO40NXy2Q3IYLRc,spotify:track:2dYXrWkNO40NXy2Q3IYLRc,https://api.spotify.com/v1/tracks/2dYXrWkNO40NXy2Q3IYLRc,https://api.spotify.com/v1/audio-analysis/2dYXrWkNO40NXy2Q3IYLRc,181667,4
0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,audio_features,2x2olWuWXpqjoeE4bO1NFS,spotify:track:2x2olWuWXpqjoeE4bO1NFS,https://api.spotify.com/v1/tracks/2x2olWuWXpqjoeE4bO1NFS,https://api.spotify.com/v1/audio-analysis/2x2olWuWXpqjoeE4bO1NFS,125902,4
0.589,0.908,8,-4.433,1,0.109,0.0151,0.0,0.338,0.501,170.019,audio_features,29WxJqIfDRMo9isV07kbJP,spotify:track:29WxJqIfDRMo9isV07kbJP,https://api.spotify.com/v1/tracks/29WxJqIfDRMo9isV07kbJP,https://api.spotify.com/v1/audio-analysis/29WxJqIfDRMo9isV07kbJP,198817,4
