rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:0Q5VnK2DYzRyfqQRJuUtvi","IVE","LOVE DIVE","STARSHIP Entertainment",1,1,59,"18519"
2,"spotify:track:296nXCOv97WJNRWzIBQnoj","LE SSERAFIM","FEARLESS","SOURCE MUSIC",2,3,32,"15735"
3,"spotify:track:0HsRZwZzHoZ5AM5W2ZYI5c","BIG Naughty, 10CM","Beyond Love (Feat. 10CM)","H1GHR MUSIC RECORDS",2,2,44,"14735"
4,"spotify:track:0IGUXY4JbK18bu9oD4mPIm","(G)I-DLE","TOMBOY","CUBE ENTERTAINMENT",1,4,81,"14283"
5,"spotify:track:0CatzXH85XWyBqqdB6qPMB","NCT DREAM","Beatbox","SM Entertainment",2,5,4,"13852"
6,"spotify:track:0lr8HEEQBvIpDE9xGchTgW","Lim Young Woong","If We Ever Meet Again","물고기뮤직",6,6,32,"13657"
7,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",2,7,63,"13499"
8,"spotify:track:5oH4DQAuu1J1800RzUsBWa","PSY, SUGA","That That (prod.&feat. SUGA of BTS)","P NATION",2,8,35,"12437"
9,"spotify:track:2gzhQaCTeNgxpeB2TPllyY","Jimin, HA SUNG WOON","With you","Genie Music Corporation, Stone Music Entertainment",2,9,40,"11660"
10,"spotify:track:6I2tqFhk8tq69iursYxuxd","SEVENTEEN","HOT","PLEDIS Entertainment",10,12,7,"10785"
11,"spotify:track:5uFqjHOo3Sh0bVPCKf3DdH","aespa","도깨비불 (Illusion)","Warner Records",11,11,2,"10265"
12,"spotify:track:3TSLqZssCoCdDlMhCJ08XW","BIGBANG","Still Life","YG Entertainment",1,10,60,"9913"
13,"spotify:track:0E5HSVbQI8O17Ez9wirh1c","Lim Young Woong","Our Blues, Our Life","물고기뮤직",13,13,31,"8898"
14,"spotify:track:0ZP5YAuuGXeoMv99yVi0Mw","Lim Young Woong","I Love You","물고기뮤직",14,14,22,"8523"
